tracking_id	XH_1916	XH_1917	XH_1918	XH_1919	XH_1920	XH_1921	XH_1922	XH_1923	XH_1924
ENSMUSG00000001444	0.309665	0.963687	0.884424	0.899711	1.05961	0.966394	0.66098	0.839891	0.603452	
ENSMUSG00000001445	41.6156	61.4013	63.5887	44.1275	42.9399	65.4709	56.4385	72.9179	63.8534	
ENSMUSG00000001467	50.9164	36.5637	26.3043	30.1773	28.7275	29.8863	28.2639	31.3862	36.1413	
ENSMUSG00000001472	132.335	142.374	151.738	70.6367	63.9534	282.87	120.796	133.522	95.7349	
ENSMUSG00000001473	76.9865	106.112	79.2565	60.199	50.5724	108.267	63.262	109.375	65.1606	
ENSMUSG00000001482	62.5746	65.441	56.7383	40.8905	32.9031	64.4727	43.2078	57.8006	47.7283	
ENSMUSG00000001493	0.0747174	0.345865	0.433196	0.392023	0.514053	0.354753	0.848472	0.3738	0.390087	
ENSMUSG00000001494	0.297304	0.617437	0.342364	0.427408	0.186704	0.326524	0.311249	0.378983	0.173799	
ENSMUSG00000001496	0	0.0490705	0	0	0.170141	0.0270991	0	0	0.029802	
ENSMUSG00000001497	0.0359476	0.0252811	0.0506038	0.21301	0	0.0786912	0.0447809	0.0479361	0.0288636	
ENSMUSG00000001504	1.40989	3.17307	2.83264	3.38937	2.94933	2.09721	2.56854	1.84653	3.83994	
ENSMUSG00000001506	9.78764	15.6351	13.113	11.0073	10.6829	12.3971	10.6558	16.049	9.87862	
ENSMUSG00000001507	26.4948	42.8076	40.1665	19.8286	24.279	43.0013	21.4287	41.7305	22.1014	
ENSMUSG00000001508	0.195339	0.122236	0.120409	0.132615	0	0.264104	0.0588329	0.0409893	0.111665	
ENSMUSG00000001510	0.263016	0.416418	0.696936	0.394095	0.646671	0.688657	0.473249	0.357253	0.388182	
ENSMUSG00000001517	35.9913	26.6698	29.3075	30.8576	25.2003	30.4736	25.3307	25.0948	26.0603	
ENSMUSG00000001518	26.7034	26.4894	23.5285	26.3937	15.1027	23.8373	24.6052	28.7546	28.4643	
ENSMUSG00000001520	0.580906	0.376692	0.61729	0.954295	0.775694	0.522518	0.48721	0.417136	0.510978	
ENSMUSG00000001521	19.7163	15.6095	15.783	14.8744	14.7802	16.6747	12.9138	14.9807	15.5086	
ENSMUSG00000001524	30.1949	35.2163	31.0597	25.7341	25.2922	33.9028	30.3999	35.5725	33.8282	
ENSMUSG00000001525	1152.05	1329.15	1195.95	895.271	764.942	1309.34	1004.5	1258.84	1183.24	
ENSMUSG00000001542	12.1481	8.81322	9.24758	19.3716	11.6353	12.0579	9.7994	8.95491	8.45529	
ENSMUSG00000001552	77.7973	88.4674	65.7442	86.1999	77.2648	75.4115	71.2307	82.8612	101.147	
ENSMUSG00000001555	19.2335	17.3831	16.3333	10.3194	11.8108	20.6711	10.5855	20.4541	9.65011	
ENSMUSG00000001558	0.388395	0.977946	0.996153	0.96669	1.82309	1.15875	0.913431	0.917255	1.34946	
ENSMUSG00000001566	0.277274	0.0734993	0.263427	0.0878287	0.191794	0.189439	0.148443	0.472265	0.134081	
ENSMUSG00000001569	16.8057	19.9587	21.5521	17.3142	21.6848	21.7136	22.1107	19.1113	21.0533	
ENSMUSG00000001576	128.608	105.057	78.5013	73.5108	70.2285	97.5121	74.7652	96.7986	87.7683	
ENSMUSG00000001583	6.53294	6.63048	5.34597	4.48503	5.86898	5.17957	5.71801	6.02916	7.45527	
ENSMUSG00000001588	2.84049	5.44992	5.71437	5.95636	6.308	5.57484	6.49705	6.07823	7.41191	
ENSMUSG00000001604	39.0088	70.5013	63.3971	93.412	96.5582	56.3087	86.947	68.3869	87.4351	
ENSMUSG00000001622	1.7876	1.71127	2.15201	0.639462	0.230247	0.932885	1.02728	0.886629	0.680205	
ENSMUSG00000001627	88.1159	65.3094	78.8663	96.7546	79.9122	62.1226	68.8267	66.3673	60.9108	
ENSMUSG00000001630	8.56879	9.06894	9.32767	11.0522	11.0123	8.92049	12.0093	8.36817	12.6642	
ENSMUSG00000001632	26.5113	26.2207	24.6242	22.4595	23.6101	27.4327	21.8239	23.8106	23.2285	
ENSMUSG00000001642	202.131	200.388	188.947	140.666	149.968	193.689	176.634	188.623	198.446	
ENSMUSG00000001655	0.369253	0.0886523	0.153088	0.140124	0.0766142	0.171157	0.247408	0.13419	0.206527	
ENSMUSG00000001656	0.0138414	0	0	0	0.0957346	0	0.0113926	0.0277349	0.0111283	
ENSMUSG00000001657	0.211183	0.300245	0.271249	0.768651	0.733824	0.399014	0.329771	0.414511	0.279184	
ENSMUSG00000001661	0.542747	0.326223	0.668776	1.58669	1.02058	0.843242	0.990417	1.0929	0.544033	
ENSMUSG00000001663	3.73579	4.41771	3.34584	4.40771	1.9499	4.29359	3.40139	3.40283	4.49753	
ENSMUSG00000001665	3.28228	4.2555	4.82226	4.80653	4.06369	6.18539	6.41708	6.02539	6.49775	
ENSMUSG00000001666	95.3553	108.152	92.158	94.9953	84.5873	105.297	105.191	97.9731	120.964	
ENSMUSG00000001670	0.0432939	0.0691137	0.193368	0.072926	0	0.305706	0.114332	0.0923475	0.11198	
ENSMUSG00000001672	1.44432	1.34607	1.17129	1.34263	0.462625	0.838662	0.742493	0.693035	1.33721	
ENSMUSG00000001674	138.913	148.572	133.994	104.751	99.1922	136.974	124.183	144.333	127.158	
ENSMUSG00000001687	34.7982	28.7603	30.4136	44.0767	39.8004	30.4062	36.5429	29.3454	37.4953	
ENSMUSG00000001700	4.82438	3.66751	3.96409	4.16429	3.94687	3.11064	4.02081	4.00556	3.75544	
ENSMUSG00000001707	92.8755	90.5367	75.3226	57.2304	74.9983	91.4606	78.6777	87.1043	99.0502	
ENSMUSG00000001729	67.2579	67.3576	59.9038	45.0107	42.2678	62.2005	41.5671	55.839	41.4098	
ENSMUSG00000001739	0.441713	0.205983	0.302839	0.388699	0.212025	0.336175	0.163561	0.348274	0.118986	
ENSMUSG00000001741	0.0988492	0.119879	0.0888676	0.1961	0.0706188	0.11653	0.0682615	0.0573258	0.0613693	
ENSMUSG00000001750	12.5977	15.4697	14.0305	9.68069	9.28928	16.375	12.0556	13.3646	14.0088	
ENSMUSG00000001751	1.80215	1.95361	1.84829	1.60875	1.91463	2.34654	1.46492	1.75276	1.55758	
ENSMUSG00000001755	23.8984	26.3628	22.2335	22.9036	22.3962	25.0668	19.4038	24.651	23.2913	
ENSMUSG00000001761	9.44497	7.70584	5.90524	3.72796	3.97868	7.12716	3.74504	6.21365	3.56014	
ENSMUSG00000001763	2.67439	2.75981	2.50748	1.78108	2.06186	2.37146	1.73279	1.96021	2.22056	
ENSMUSG00000001767	20.092	16.7645	20.5317	28.3388	24.705	19.4438	23.7902	20.3703	22.2932	
ENSMUSG00000001768	1.93243	2.66537	1.64768	2.15101	1.91605	1.44428	1.68003	1.59306	1.96168	
ENSMUSG00000001773	0	0.0432745	0.132595	0.13669	0.300772	0.195853	0.186695	0.321166	0.0439591	
ENSMUSG00000001774	48.2931	42.4827	47.2774	57.4984	50.4187	58.0911	46.5302	50.4585	40.563	
ENSMUSG00000001783	131.19	138.833	130.074	109.172	111.525	139.048	120.989	130.556	125.207	
ENSMUSG00000001785	70.7422	74.7606	74.8024	54.7664	51.7196	89.7987	69.9512	79.9186	72.4356	
ENSMUSG00000001786	17.6422	14.1297	12.6373	9.99924	9.68244	11.553	12.8209	14.4246	14.0109	
ENSMUSG00000001794	395.029	290.932	250.128	185.36	182.784	301.947	233.774	302.002	285.318	
ENSMUSG00000001802	3.73187	3.00247	1.95406	1.19135	0.979316	1.57399	0.813227	1.90301	1.12705	
ENSMUSG00000001804	0	0	0	0	0	0	0.00630945	0	0	
ENSMUSG00000001815	0.0203373	0	0	0	0	0.0275954	0.0336491	0.0410035	0	
ENSMUSG00000001819	0.243833	0.131699	0.279903	0.485555	0.303427	0.314772	0.335755	0.39871	0.311275	
ENSMUSG00000001823	0	0.021471	0	0	0.148314	0.0236795	0.0088751	0.0216689	0	
ENSMUSG00000001827	42.7503	39.4816	39.8875	64.0458	51.066	58.2734	88.1911	39.6171	80.1435	
ENSMUSG00000001829	74.9562	96.2543	68.7801	70.0009	77.552	96.231	64.7423	82.9788	77.3809	
ENSMUSG00000001833	48.7469	43.5921	51.2975	73.8393	73.3009	47.5684	56.0767	47.5713	45.359	
ENSMUSG00000001844	15.1317	12.8238	15.8575	15.1456	16.7167	17.9103	19.4315	17.1463	19.5079	
ENSMUSG00000001847	183.989	165.196	152.756	107.25	106.238	163.129	111.175	170.124	130.309	
ENSMUSG00000001855	24.9849	28.1135	29.8701	27.214	25.5857	29.2571	31.7073	29.998	29.779	
ENSMUSG00000001864	11.9305	11.6745	12.7483	10.2448	12.7627	8.21912	10.6234	10.2076	9.43908	
ENSMUSG00000001865	0	0	0	0	0	0	0	0	0	
ENSMUSG00000001870	3.18068	3.28314	3.56237	3.03585	3.45219	5.30231	3.93486	3.58855	2.96901	
ENSMUSG00000001891	10.277	14.0073	16.0561	24.7252	19.6254	12.2242	16.2111	13.0222	12.4224	
ENSMUSG00000001901	0.280752	0.345047	0.483227	0.360877	0.527855	0.16883	0.361709	0.558512	0.353267	
ENSMUSG00000001909	123.078	123.193	121.346	77.5577	67.399	120.329	75.8728	126.912	76.0993	
ENSMUSG00000001910	99.0159	93.4475	82.0434	45.1257	49.19	89.5182	51.8327	90.5117	63.2911	
ENSMUSG00000001911	1.40037	1.33253	1.26795	1.26383	0.982703	0.974778	0.878285	0.909599	0.824814	
ENSMUSG00000001918	98.2206	72.1209	51.8869	30.5205	42.6047	54.6004	38.9486	58.9546	63.0384	
ENSMUSG00000001924	208.768	204.225	186.45	172.491	170.816	197.802	190.919	197.076	204.416	
ENSMUSG00000001930	0.950923	0.911428	0.80127	2.22029	1.53816	1.1374	1.78271	0.694495	2.13814	
ENSMUSG00000001942	2.87578	3.47884	3.01033	3.17419	4.4185	4.23914	3.53325	2.75636	3.61237	
ENSMUSG00000001943	0.984691	1.45466	0.819197	1.98482	2.56539	2.49761	1.72201	0.759474	0.980972	
ENSMUSG00000001946	2.74259	2.7058	2.33117	2.13302	1.05028	2.70536	1.74403	1.48547	1.44697	
ENSMUSG00000001948	1.01522	1.10472	1.7037	4.33386	4.23834	1.95815	2.76586	2.00283	2.06751	
ENSMUSG00000001962	52.7869	51.1762	41.8545	48.1762	46.9711	44.1708	38.8669	44.2207	46.8585	
ENSMUSG00000001964	61.9856	43.9087	50.6368	45.9578	42.3332	49.0161	48.3538	49.482	48.1303	
ENSMUSG00000001983	8.87818	12.1385	11.6909	16.5596	17.1028	13.099	12.5857	11.9135	14.7921	
ENSMUSG00000001985	2.60515	1.10378	1.09657	1.30467	1.56873	1.62117	1.45345	1.29022	1.73171	
ENSMUSG00000001986	0.523604	0.79692	0.835139	0.517821	0.717232	0.950814	0.997788	1.00829	0.559714	
ENSMUSG00000001988	0.558234	0.341691	0.45152	0	0.198444	0.504555	0.173675	0.682891	0.218758	
ENSMUSG00000001995	13.6722	11.5314	9.92362	7.5315	5.18128	11.4182	5.34125	9.48411	5.68104	
ENSMUSG00000001998	4.2332	4.84797	5.02978	6.15127	7.24097	5.25365	5.60608	4.6033	5.17652	
ENSMUSG00000001999	9.05779	10.6524	9.19016	7.25015	8.78116	11.025	8.20643	10.7437	7.94955	
ENSMUSG00000002006	47.9568	42.2083	37.2766	22.2665	23.2669	32.986	24.3758	37.5467	31.5715	
ENSMUSG00000002007	0.1369	0.0199598	0.0877748	0.125765	0.383151	0.239178	0.0906982	0	0.160797	
ENSMUSG00000002010	157.497	177.214	130.506	105.113	102.304	170.622	121.455	165.304	153.52	
ENSMUSG00000002012	0.638764	0.590905	0.640877	0.536663	1.58997	0.424346	0.732841	0.392794	0.96469	
ENSMUSG00000002014	43.5443	41.9608	36.3085	46.0367	48.4327	34.3277	44.978	41.6824	53.8669	
ENSMUSG00000002015	43.5941	52.9038	60.5583	58.4373	71.3042	59.1947	69.4772	59.1832	63.7536	
ENSMUSG00000002017	26.0849	25.1071	27.396	28.0166	28.7233	26.9107	29.5187	25.113	28.366	
ENSMUSG00000002020	1.90913	2.10016	1.87069	1.34305	3.00288	3.30311	1.56504	3.40825	1.66403	
ENSMUSG00000002028	7.22479	6.97159	8.86258	8.59258	7.87651	8.77706	8.12528	7.68305	7.63508	
ENSMUSG00000002031	212.317	177.326	149.834	161.778	198.726	165.969	166.951	161.335	172.753	
ENSMUSG00000002032	1.09219	1.866	1.17772	0.56384	2.55835	1.70929	0.689446	0.900592	0.856972	
ENSMUSG00000002033	0	0	0	0.816326	0	0.285149	0.312829	0.121805	0.365102	
ENSMUSG00000002043	14.8238	16.1379	14.3567	8.36515	10.138	12.8728	10.4722	13.5837	12.5557	
ENSMUSG00000002052	50.2742	69.2902	71.8742	68.9288	72.6253	77.3341	75.6907	74.3354	75.6874	
ENSMUSG00000002055	29.9494	46.347	45.479	41.4765	52.0248	56.1278	48.2544	47.2456	45.3343	
ENSMUSG00000002057	0.00842656	0.0332659	0.0176731	0.0521342	0.114196	0.0183007	0.0549153	0	0.0269965	
ENSMUSG00000002058	21.7544	42.6265	35.1271	22.1637	26.5933	30.47	25.2208	30.9205	30.5583	
ENSMUSG00000002059	25.1228	37.3514	32.6068	32.2741	28.0976	28.6994	28.5441	34.8867	35.7705	
ENSMUSG00000002064	51.5023	73.974	56.1369	51.8286	49.2811	84.3196	59.6051	73.2847	70.5143	
ENSMUSG00000002068	144.382	130.47	129.122	128.421	122.936	129.563	124.196	128.824	131.176	
ENSMUSG00000002076	12.2528	13.1163	13.1008	33.7209	28.3411	10.8062	19.2031	8.93417	22.6814	
ENSMUSG00000002083	30.1345	24.9907	18.5671	31.4151	18.3189	13.0762	11.3188	20.3772	17.5238	
ENSMUSG00000002100	0.0841346	0.36964	0.297921	0.39715	0.391887	0.29395	0.513324	0.309139	0.53058	
ENSMUSG00000002102	183.296	199.438	184.562	198.264	209.059	207.015	193.736	188.895	205.498	
ENSMUSG00000002103	4.67054	3.75733	3.69066	7.26629	3.81047	5.44133	4.40087	3.48401	4.96966	
ENSMUSG00000002104	0.955828	3.45867	1.37007	1.61855	1.36906	1.53268	1.4498	1.67811	2.07858	
ENSMUSG00000002105	4.96606	5.10889	4.08767	4.66923	5.15846	5.24308	3.96815	4.76928	3.91452	
ENSMUSG00000002107	1.61834	1.40462	1.27379	2.58576	2.23335	1.44002	2.02894	1.58292	1.46202	
ENSMUSG00000002108	0.421047	0.885603	0.583804	0.451483	0.342113	1.17785	0.374163	0.767129	0.481752	
ENSMUSG00000002109	5.60429	4.55145	4.48807	5.84402	5.16185	4.96661	5.59762	4.94616	5.78427	
ENSMUSG00000002111	1.51048	1.27874	1.76979	1.43249	1.43266	0.882837	1.34896	3.58246	1.48937	
ENSMUSG00000002129	117.231	161.935	121.849	100.623	82.7334	136.201	92.7505	139.462	145.055	
ENSMUSG00000002147	9.35057	13.7007	12.4834	14.7811	14.8192	12.2187	14.1344	12.9838	13.7348	
ENSMUSG00000002190	3.01239	8.11955	9.08551	6.74363	11.7322	7.71791	7.03028	7.61794	6.39057	
ENSMUSG00000002204	1.43469	0.767751	1.0922	0.119044	0.388891	0.854448	1.36728	0.592913	1.49681	
ENSMUSG00000002205	19.0973	19.3785	18.4215	21.1159	22.0748	18.3975	18.7813	17.791	21.6252	
ENSMUSG00000002210	30.7256	28.8021	24.7379	16.9537	16.2023	24.331	15.72	30.3499	20.0412	
ENSMUSG00000002221	54.9338	43.2508	38.4983	33.5787	40.18	35.4112	30.1194	38.8901	34.0003	
ENSMUSG00000002222	29.8135	23.909	25.0015	32.8493	27.7447	24.2937	24.7721	22.1264	21.6255	
ENSMUSG00000002227	39.5284	32.4336	24.6947	53.3948	47.5952	24.752	50.1112	25.5279	53.7652	
ENSMUSG00000002228	11.9856	7.51193	4.42628	5.92613	6.11436	5.66275	7.06906	5.52562	8.85452	
ENSMUSG00000002233	59.5154	42.1659	36.9616	32.8182	43.9427	41.3218	34.6037	41.9407	38.7149	
ENSMUSG00000002240	0	0	0	0	0	0	0.0374221	0	0	
ENSMUSG00000002249	3.54588	2.79926	2.43313	1.96172	2.72026	1.86653	2.37249	2.53877	2.73267	
ENSMUSG00000002250	13.0038	14.069	9.76628	11.5001	9.90291	11.7283	9.06606	11.4391	8.74689	
ENSMUSG00000002257	20.651	18.1098	15.6063	11.3204	11.0347	19.5291	9.52672	17.9839	11.191	
ENSMUSG00000002265	32.7474	49.4476	55.6238	76.8161	38.651	65.7643	52.6933	58.5751	22.1394	
ENSMUSG00000002266	0.900115	0.861154	0.541771	0.507716	1.40656	0.502617	0.89236	0.410982	0.28277	
ENSMUSG00000002274	6.10622	4.39538	3.73571	2.15826	0.947403	3.22788	2.4843	7.03417	5.31294	
ENSMUSG00000002279	5.3648	6.48643	5.38706	6.31196	8.49027	6.10046	5.66363	7.16698	7.15638	
ENSMUSG00000002280	9.54949	9.36183	8.44253	7.90945	8.41035	10.8137	10.3222	8.57928	9.84582	
ENSMUSG00000002289	8.51415	10.5736	10.5976	9.87784	11.646	11.6976	11.6761	11.7729	12.1841	
ENSMUSG00000002297	112.864	86.3661	89.5901	122.891	124.339	87.3522	94.1491	81.5189	89.3686	
ENSMUSG00000002307	43.9364	39.2158	46.3272	39.6114	29.1142	42.545	36.2016	39.875	36.0202	
ENSMUSG00000002308	32.5549	42.7598	41.0865	24.5338	34.3789	44.01	37.7638	47.589	42.7298	
ENSMUSG00000002319	76.3397	96.4406	86.1209	69.7573	79.8169	89.7598	82.8036	87.4538	87.9001	
ENSMUSG00000002320	15.1583	15.314	15.1987	12.9142	9.60431	16.2238	14.4482	15.7833	16.7592	
ENSMUSG00000002324	7.45436	11.6408	10.1903	8.58309	10.2993	8.72512	7.7232	9.4206	9.04667	
ENSMUSG00000002325	4.93574	6.44192	5.48086	6.00551	4.52718	5.76858	5.80241	5.88043	5.71729	
ENSMUSG00000002326	16.7098	15.1472	17.0771	18.5993	19.7858	20.5135	16.7026	16.6765	17.3291	
ENSMUSG00000002329	19.4507	14.7189	13.3931	11.5526	13.7358	16.1235	15.9216	13.0891	12.2906	
ENSMUSG00000002332	20.5229	21.3541	17.5063	12.5254	15.1219	20.3203	15.8218	19.9909	18.562	
ENSMUSG00000002341	0.756602	1.13317	1.1771	0.332373	0.875912	1.0997	0.758338	1.14613	0.875311	
ENSMUSG00000002342	35.0756	43.63	31.9244	16.0659	15.7205	30.085	19.0603	40.0195	28.4022	
ENSMUSG00000002343	17.3971	28.8461	22.2222	9.00778	12.8398	26.1934	14.2955	25.0498	12.8902	
ENSMUSG00000002345	20.1225	19.3882	15.763	14.1739	9.84755	22.7639	14.9703	20.1348	15.5781	
ENSMUSG00000002346	1.85119	1.717	2.22799	1.48826	0.78837	2.19178	1.53566	2.32147	1.49564	
ENSMUSG00000002365	13.9143	9.03087	8.58385	9.68634	8.34847	9.24651	7.51862	8.83063	6.45204	
ENSMUSG00000002372	79.3087	84.4882	78.0025	68.8589	60.8383	79.1142	69.7653	79.2441	79.9737	
ENSMUSG00000002379	148.904	178.835	155.553	152.284	130.563	193.97	168.72	178.159	185.43	
ENSMUSG00000002384	0.999085	1.00458	0.948007	0.517385	0.787344	0.8847	0.920382	0.810765	0.905207	
ENSMUSG00000002393	27.6201	26.1251	20.1658	11.7442	11.2842	16.5356	10.2556	21.8261	20.4341	
ENSMUSG00000002395	140.509	119.821	101.183	68.7611	75.4012	115.521	78.1839	121.169	88.3276	
ENSMUSG00000002396	2.62413	2.56434	2.22567	1.82171	0.658641	2.33958	1.51318	2.39432	1.89102	
ENSMUSG00000002409	6.66524	7.24269	5.96586	7.58381	6.29482	5.53978	5.11916	6.75208	7.03084	
ENSMUSG00000002413	8.62131	5.78046	7.72415	10.4542	10.0321	7.00866	9.86096	6.35293	7.65477	
ENSMUSG00000002416	72.1221	51.8934	54.2092	48.2374	47.5479	49.6413	53.968	63.2905	68.37	
ENSMUSG00000002428	13.4948	10.3658	11.3232	15.2698	11.1781	9.96865	11.8996	8.9397	9.92725	
ENSMUSG00000002455	50.7341	54.3142	55.855	53.4268	55.5845	63.4307	58.9814	55.4137	58.2526	
ENSMUSG00000002458	26.4893	30.9901	27.4955	12.7814	15.6276	27.0387	20.0067	32.0053	19.9153	
ENSMUSG00000002459	0.915905	0.507727	0.682054	0.398281	0.11104	0.66828	0.211515	0.639501	0.192346	
ENSMUSG00000002475	0.285913	0.813123	0.498494	0.635178	0.41367	0.188742	0.415743	0.753684	0.413902	
ENSMUSG00000002477	194.612	166.233	175.669	174.877	169.256	187.351	178.882	163.085	152.991	
ENSMUSG00000002486	9.18743	7.5456	10.8227	8.10938	10.4883	8.98298	8.3299	9.99389	11.2262	
ENSMUSG00000002489	8.7472	6.26813	6.83066	11.0751	11.7804	6.83439	10.1498	6.10371	10.3476	
ENSMUSG00000002496	41.2041	41.0875	34.9576	25.909	39.0804	44.5152	38.1637	38.9012	42.4876	
ENSMUSG00000002500	0.891584	1.61007	1.65238	1.94596	1.05775	1.70823	1.18397	1.78496	1.68436	
ENSMUSG00000002504	8.35076	9.03621	7.86376	9.05005	17.5539	8.90585	16.2539	8.65625	15.3678	
ENSMUSG00000002524	162.579	173.034	151.83	111.902	106.159	157.642	127.113	155.818	140.847	
ENSMUSG00000002546	13.4652	17.3508	14.8647	17.5706	18.0972	16.9394	17.5265	15.1525	17.9687	
ENSMUSG00000002550	26.2407	21.6928	22.5495	20.1283	15.0714	25.9269	20.3936	23.2983	22.3898	
ENSMUSG00000002565	0.127101	0.0717379	0.123867	0.0643856	0.185	0.177707	0.12588	0.185527	0.152768	
ENSMUSG00000002578	0.856516	0.417396	0.488673	0.550654	0.346601	0.71533	0.604933	0.484011	0.511686	
ENSMUSG00000002580	41.9496	52.7644	54.1217	52.5631	52.4599	47.958	43.9831	52.6877	63.5617	
ENSMUSG00000002588	0.0190554	0	0.0202611	0	0	0	0	0	0.0937209	
ENSMUSG00000002602	10.5416	17.5393	12.3807	9.67036	13.6763	12.7533	12.8711	15.0542	10.3371	
ENSMUSG00000002603	5.29599	6.14279	5.39384	6.1107	6.73399	4.84821	5.33534	5.57572	6.14964	
ENSMUSG00000002608	17.9699	22.0755	20.1254	18.8424	15.0384	23.2199	19.0989	21.8173	22.1154	
ENSMUSG00000002617	0.677572	0.820924	0.83938	1.12555	0.539293	1.32225	1.04118	0.675654	1.09399	
ENSMUSG00000002625	29.3927	31.9162	30.1588	35.7948	41.3009	33.4977	35.1113	29.3081	37.9873	
ENSMUSG00000002633	0	0	0	0	0.0651918	0	0.00782066	0.0382355	0.00767868	
ENSMUSG00000002635	43.3969	46.0688	41.4011	42.411	38.5838	37.5077	34.1315	40.5043	42.6858	
ENSMUSG00000002658	86.0683	97.9936	95.0209	85.2116	98.5606	116.553	100.067	106.702	102.729	
ENSMUSG00000002660	129.329	159.946	131.959	97.6937	89.6417	149.808	114.041	151.75	141.308	
ENSMUSG00000002661	18.5645	25.8864	15.6195	16.0805	15.8465	11.8508	12.9025	15.7366	24.9346	
ENSMUSG00000002664	0.0830131	0	0.288987	0.745186	0	0.21591	0.31499	0.177992	0.210471	
ENSMUSG00000002668	2.25539	1.9089	1.68537	3.49141	1.44636	2.12753	2.28474	1.69614	2.23568	
ENSMUSG00000002679	34.1984	29.8896	33.8419	33.927	32.9635	30.8585	35.441	30.7538	31.9441	
ENSMUSG00000002688	0.766081	0.943843	0.794538	0.63513	1.19316	0.877814	0.844382	0.968229	0.713345	
ENSMUSG00000002699	0.213627	0.39906	0.211888	0.237519	0.199388	0.695062	0.207182	0.127013	0.171571	
ENSMUSG00000002718	117.597	102.136	114.857	149.13	150.4	102.152	120.162	101.974	101.061	
ENSMUSG00000002728	63.2689	59.455	63.4917	67.7651	64.0462	57.5391	64.3382	59.4806	61.0495	
ENSMUSG00000002731	11.4887	13.1825	8.42651	9.25479	6.72128	8.21609	7.40025	8.66379	9.08267	
ENSMUSG00000002732	1.6138	1.60465	2.05607	3.04604	3.94812	2.05942	1.60631	2.54322	1.6491	
ENSMUSG00000002733	12.145	11.3152	11.5305	18.184	13.1258	12.1064	12.9759	12.0093	10.5114	
ENSMUSG00000002741	48.1555	64.4416	66.7173	49.499	50.7374	67.8985	61.6556	64.647	67.5351	
ENSMUSG00000002748	42.5428	37.2445	43.3577	44.8678	46.2903	42.4571	40.5091	37.7137	36.9838	
ENSMUSG00000002763	11.1832	14.5625	12.9674	10.091	9.17919	11.2445	8.60099	12.9346	11.1899	
ENSMUSG00000002767	111.224	128.413	100.041	99.5198	85.6854	115.961	100.335	127.016	129.331	
ENSMUSG00000002768	81.5969	80.5461	80.9034	82.8496	71.8124	83.0484	84.0667	76.6743	94.9687	
ENSMUSG00000002769	8.12812	5.62525	3.55869	2.20966	2.70072	4.55327	1.87876	4.8209	3.09569	
ENSMUSG00000002771	0.483424	0.467499	0.285228	0.267602	0.489415	0.231313	0.252844	0.394582	0.250765	
ENSMUSG00000002778	44.9221	45.2544	44.6059	35.0415	33.7629	52.6979	40.3547	45.7949	46.9057	
ENSMUSG00000002781	10.2712	10.2303	10.6869	7.34644	8.93918	10.9567	10.4612	9.0445	10.8543	
ENSMUSG00000002791	0.0737886	0.332421	0.0373368	0	0	0.119154	0.0096753	0	0.0610622	
ENSMUSG00000002797	38.2529	46.965	47.2202	35.8688	37.0632	51.2736	45.9033	48.9334	47.2305	
ENSMUSG00000002799	22.477	27.5822	25.8455	10.9373	14.22	30.0538	11.9835	31.543	18.7653	
ENSMUSG00000002803	7.10989	6.16929	6.70392	7.01654	6.83621	6.40474	5.50929	6.26419	7.0536	
ENSMUSG00000002804	25.089	27.3558	20.1934	13.8722	9.28747	26.2661	18.9488	32.4496	22.5524	
ENSMUSG00000002808	2.07808	2.58798	1.16972	1.11802	0.842048	2.29548	0.842669	1.40043	0.516221	
ENSMUSG00000002812	30.1361	48.5338	39.5276	30.2503	31.1705	43.1175	32.5523	42.4118	34.998	
ENSMUSG00000002814	15.5021	22.7156	25.2183	21.3616	24.0407	25.5082	22.7393	23.9125	22.5391	
ENSMUSG00000002820	23.6306	25.1181	23.541	18.3449	25.2661	24.7961	21.8543	26.1006	26.4198	
ENSMUSG00000002825	73.5677	84.5511	61.0679	54.1751	43.4063	74.9658	58.2617	73.6537	74.771	
ENSMUSG00000002831	0.0459614	0.0451451	0.1199	0.0839229	0.0307018	0.0989781	0.0371703	0.0365187	0.0367133	
ENSMUSG00000002833	83.8435	90.4438	91.7531	96.4838	98.5628	97.5306	91.7581	91.4427	103.904	
ENSMUSG00000002835	22.7719	25.9621	25.2542	24.6367	24.7342	27.856	22.8681	24.228	25.4987	
ENSMUSG00000002844	33.2348	44.1328	37.1979	41.6773	39.1414	44.8423	50.6817	47.0091	65.0155	
ENSMUSG00000002845	72.5566	64.5655	60.9832	52.3227	51.7549	71.9088	66.7366	76.6892	77.1782	
ENSMUSG00000002846	12.9944	12.1769	13.0285	12.8462	12.8349	10.9358	10.51	12.5015	13.5533	
ENSMUSG00000002847	0.610637	1.01643	1.02026	3.08625	3.14741	1.34337	3.52068	1.36632	2.86648	
ENSMUSG00000002870	272.123	257.123	224.859	182.279	170.329	261.341	190.06	254.8	228.417	
ENSMUSG00000002871	10.4638	13.7073	7.1336	11.5099	6.63428	7.82074	7.17515	9.65832	7.2231	
ENSMUSG00000002881	2.78601	3.65989	3.58898	4.69101	4.73505	3.50884	3.71618	3.61454	3.29148	
ENSMUSG00000002885	28.7991	30.4165	26.5285	21.92	22.1841	33.1042	20.0767	28.1856	18.736	
ENSMUSG00000002897	3.58536	4.18615	4.25043	2.65009	3.00621	4.5	4.08004	3.7072	3.76681	
ENSMUSG00000002900	35.9733	35.8733	31.6085	32.1686	36.6454	42.382	38.9645	38.3071	36.4654	
